Mean_absolute_error: ;71744.74081581984
Mean_squared_error: ;19454747308.321655
Prediction;Actual result
379424.5;365000.0
846289.6;865000.0
1126004.8;1038000.0
2231618.0;1490000.0
713526.83;711000.0
254390.92;211000.0
834462.95;790000.0
606991.82;680000.0
425672.92;384500.0
525046.34;605000.0
654006.5;638000.0
396536.02;385000.0
258367.6666666667;175000.0
323878.5;365000.0
288263.5;160000.0
1112883.3;1070000.0
848508.0;800000.0
927896.9;795127.0
372396.0;355000.0
428564.0;474000.0
444357.82;485000.0
1048714.5;930000.0
709751.64;920000.0
608510.0;560000.0
538765.99;654000.0
502691.25;549000.0
260957.68;290000.0
217041.79;275000.0
322436.54;329990.0
563583.36;750000.0
333060.63;425000.0
437834.4;515000.0
533458.69;605000.0
230232.91;250000.0
415712.23;330000.0
987393.91;984000.0
875165.54;827500.0
407196.0;485000.0
388552.78;306000.0
1911197.3;1890000.0
504464.0;514000.0
256167.92;282613.0
325409.83;309000.0
402185.53;400000.0
318046.35;310000.0
250091.0;253200.0
445980.0;334009.0
492786.99;500000.0
408334.25;441500.0
786201.98;685000.0
513672.0;327000.0
516134.5;450000.0
482579.35;356000.0
473062.99;525000.0
517591.36;675000.0
1208805.73;875000.0
359775.02;345000.0
705564.99;695000.0
479399.88;350000.0
694515.88;695000.0
389636.65;400000.0
327598.15;330000.0
234115.32;265000.0
584239.5;630000.0
417707.0366666666;312000.0
176467.6;156000.0
341098.42;300000.0
1005310.0;1225000.0
589122.15;465000.0
930643.85;923990.0
327472.31;320000.0
363735.46;375000.0
782685.09;985000.0
971700.0;850000.0
506238.0;474900.0
916112.07;997000.0
1210370.66;1302000.0
204584.0;209900.0
536970.48;602000.0
1285301.0;1228000.0
788520.55;856000.0
444151.66;392000.0
634396.1;500000.0
242386.5;230000.0
956990.0;1145000.0
524341.88;560000.0
428565.4;355000.0
717636.04;785000.0
403050.64;447500.0
476599.1;540000.0
238504.75;252000.0
414396.2;455000.0
596088.05;619850.0
1225015.5;1250000.0
582287.0;495000.0
513824.4;540000.0
270350.53;286651.0
249879.7333333333;261000.0
735568.79;830000.0
559504.28;450000.0
244310.58;260000.0
1280497.7;1450000.0
519798.49;480000.0
300191.14;270000.0
1027922.59;1160000.0
269505.2;250000.0
451885.0;650000.0
457386.8;589950.0
703867.88;743700.0
1996830.0;1925000.0
289363.67;316000.0
238117.75;235867.0
611247.99;716000.0
757943.39;683000.0
575808.13;345000.0
297462.69;270000.0
237709.24;239000.0
326299.22;385195.0
304702.0;273000.0
448402.1;476900.0
